job_description,sentiment,transformed_text
"Data Analyst CareMax Inc Miami, FL Unknown",negative,data analyst caremax inc miami fl unknown
"Data Analyst RSM US LLP Davenport, IA Unknown",negative,data analyst rsm us llp davenport ia unknown
"Data Analyst Exiger Richmond, VA Unknown",negative,data analyst exig richmond va unknown
"ANALYST I DATA STRATEGIES Boyd Gaming Corporate Las Vegas, NV Unknown",negative,analyst data strategi boyd game corpor la vega nv unknown
"Data Analyst, Recruiting Tesla Palo Alto, CA Unknown",negative,data analyst recruit tesla palo alto ca unknown
Data Analyst American Psychiatric Association United States Unknown,negative,data analyst american psychiatr associ unit state unknown
"Data Analyst Express Global Solutions Union City, CA Unknown",negative,data analyst express global solut union citi ca unknown
"DATA ANALYST VIA Metropolitan Transit San Antonio, TX Unknown",negative,data analyst via metropolitan transit san antonio tx unknown
Data Analyst Summer United States Unknown,negative,data analyst summer unit state unknown
"Data & Business Intelligence Analyst UNITED PARCEL SERVICE Mahwah, NJ Unknown",neutral,data busi intellig analyst unit parcel servic mahwah nj unknown
"Analyst, Data Royal Caribbean Group United States Unknown",negative,analyst data royal caribbean group unit state unknown
"Global Equities, Sector Data Analyst Citadel Enterprise Americas Chicago, IL Unknown",negative,global equiti sector data analyst citadel enterpris america chicago il unknown
Data Analyst (FieldRoutes) ServiceTitan Texas Unknown,negative,data analyst fieldrout servicetitan texa unknown
"Data Analyst Susquehanna International Group Bala Cynwyd, PA Unknown",negative,data analyst susquehanna intern group bala cynwyd pa unknown
"Data Conversion Analyst Banfield, The Pet Hospital Remote Unknown",negative,data convers analyst banfield pet hospit remot unknown
"Data Visualization Analyst JJR Solutions, LLC Remote Unknown",negative,data visual analyst jjr solut llc remot unknown
"Sr. Healthcare Data Analyst (Remote) Sentara Healthcare Virginia Beach, VA Unknown",negative,healthcar data analyst remot sentara healthcar virginia beach va unknown
"Sr. Data Analyst AppFolio San Diego, CA Unknown",negative,data analyst appfolio san diego ca unknown
Deposit Operations Analyst Connexus Credit Union Remote Unknown,negative,deposit oper analyst connexu credit union remot unknown
"Customs Data Analyst – Automation / Canadian Operations Ford Motor Company Dearborn, MI Unknown",negative,custom data analyst autom canadian oper ford motor compani dearborn mi unknown
Consumer Marketing Data Analyst FICO California Unknown,negative,consum market data analyst fico california unknown
"Data Analyst (National Geographic) Walt Disney Television Washington, DC Unknown",negative,data analyst nation geograph walt disney televis washington dc unknown
"Analytics Analyst (Hybrid) Enova International Chicago, IL Unknown",negative,analyt analyst hybrid enova intern chicago il unknown
"Data and Evaluation Analyst CATHOLIC BISHOP OF CHICAGO Chicago, IL Unknown",negative,data evalu analyst cathol bishop chicago chicago il unknown
"Quantitative Analyst I – Fraud Analytics Fifth Third Bank Cincinnati, OH Unknown",negative,quantit analyst fraud analyt fifth third bank cincinnati oh unknown
Data Analyst III CREDITSERVE INC Remote Unknown,negative,data analyst iii creditserv inc remot unknown
Data Conversion Analyst Infinite Campus Minneapolis-Saint Paul Unknown,negative,data convers analyst infinit campu paul unknown
Senior Healthcare Data Analyst Clarify Health Solutions. Remote Senior,neutral,senior healthcar data analyst clarifi health solut remot senior
"Business Intelligence Analyst WebstaurantStore Lititz, PA Unknown",neutral,busi intellig analyst webstaurantstor lititz pa unknown
Business Analyst Rinf Remote Unknown,negative,busi analyst rinf remot unknown
"Program Analyst U.S. Department of State Washington, DC Unknown",negative,program analyst depart state washington dc unknown
"Data Analyst (Advanced SQL) Molina Healthcare Long Beach, CA Unknown",neutral,data analyst advanc sql molina healthcar long beach ca unknown
"Business Operations Analyst Auburn University Auburn, AL Unknown",negative,busi oper analyst auburn univers auburn al unknown
HR Data Analyst Senior General Dynamics Information Technology Indiana Senior,neutral,hr data analyst senior gener dynam inform technolog indiana senior
"Finance Data Analyst Ajinomoto Foods North America Ontario, CA Unknown",negative,financ data analyst ajinomoto food north america ontario ca unknown
"Senior Data Analyst Trane Technologies Davidson, NC Senior",neutral,senior data analyst trane technolog davidson nc senior
"Data Analyst, Merchant Health Riskified United States Unknown",negative,data analyst merchant health riskifi unit state unknown
"Quantitative Analyst Federal Reserve Bank of Richmond Charlotte, NC Unknown",negative,quantit analyst feder reserv bank richmond charlott nc unknown
"Data Analyst Uline Pleasant Prairie, WI Unknown",neutral,data analyst ulin pleasant prairi wi unknown
"Data Analyst iHeartMedia, Inc. New York, NY Unknown",negative,data analyst iheartmedia new york ny unknown
"Gas Supply Data Analyst PPL Corporation Providence, RI Unknown",neutral,ga suppli data analyst ppl corpor provid ri unknown
"DATA INTEGRITY ANALYST Procter & Gamble Greensboro, NC Unknown",negative,data integr analyst procter gambl greensboro nc unknown
"Senior Operations Analyst Levi Strauss & Co. San Francisco, CA Senior",neutral,senior oper analyst levi strauss san francisco ca senior
"Data Analyst, Workforce Optimization SanMar Issaquah, WA Unknown",negative,data analyst workforc optim sanmar issaquah wa unknown
"Data Analyst III Emory Healthcare Atlanta, GA Unknown",negative,data analyst iii emori healthcar atlanta ga unknown
"Analyst, Reporting & Analytics UScellular Chicago, IL Unknown",negative,analyst report analyt uscellular chicago il unknown
"Data Integrity Analyst 30k.com Covina, CA Unknown",negative,data integr analyst covina ca unknown
"Senior Research & Data Analyst Bank Street College of Education New York, NY Senior",neutral,senior research data analyst bank street colleg educ new york ny senior
"Senior Clinical Data Analyst Truveta Seattle, WA Senior",neutral,senior clinic data analyst truveta seattl wa senior
"Data Science / Business Intelligence Analyst Thermo Fisher Scientific Waltham, MA Unknown",neutral,data scienc busi intellig analyst thermo fisher scientif waltham unknown
"Senior Business Analyst - People Strategy & Analytics Capital One McLean, VA Senior",neutral,senior busi analyst peopl strategi analyt capit one mclean va senior
"Data Reporting and Analytics Consultant IV (100% remote from CA, GA, HI, CO, VA, MD, DC, OR, WA states) Kaiser Permanente Oakland, CA Unknown",negative,data report analyt consult iv 100 remot ca ga hi co va md dc wa state kaiser permanent oakland ca unknown
Business Analyst I Technology Ventures Virginia Unknown,negative,busi analyst technolog ventur virginia unknown
"SQL Data Analyst II PRECISIONxtract Indianapolis, IN Unknown",negative,sql data analyst ii precisionxtract indianapoli unknown
"Management Analyst III State of Delaware Wilmington, DE Unknown",negative,manag analyst iii state delawar wilmington de unknown
"Research Data Support Analyst Yale University New Haven, CT Unknown",neutral,research data support analyst yale univers new ct unknown
"Marketing Business Analytics Data Analyst, Marketing Publix Lakeland, FL Unknown",negative,market busi analyt data analyst market publix lakeland fl unknown
"Performance Systems Analyst HarbourVest Partners Boston, MA Unknown",negative,perform system analyst harbourvest partner boston unknown
"ESG Reference Data Analyst Intercontinental Exchange New York, NY Unknown",negative,esg refer data analyst intercontinent exchang new york ny unknown
"Data Science Analyst The University of Chicago Chicago, IL Unknown",negative,data scienc analyst univers chicago chicago il unknown
"Sr Data Governance Analyst Moody's Charlotte, NC Unknown",negative,sr data govern analyst moodi charlott nc unknown
"Analyst, HR Reporting & Data Related United States Unknown",negative,analyst hr report data relat unit state unknown
"Business Analyst (Information Technology Analyst 2) New Jersey Courts Trenton, NJ Unknown",negative,busi analyst inform technolog analyst 2 new jersey court trenton nj unknown
"Population Health Data Analyst - Full Time Griffin Hospital Derby, CT Unknown",negative,popul health data analyst full time griffin hospit derbi ct unknown
"Analyst, People Data & Reporting Hawaiian Airlines, Inc. Honolulu, HI Unknown",negative,analyst peopl data report hawaiian airlin honolulu hi unknown
"Sales Planning and Analytics Analyst Keurig Dr Pepper Frisco, TX Unknown",negative,sale plan analyt analyst keurig dr pepper frisco tx unknown
"PMO Analyst Superlative Technologies Ashburn, VA Unknown",negative,pmo analyst superl technolog ashburn va unknown
"Data Governance Analyst Capital Blue Cross Harrisburg, PA Unknown",negative,data govern analyst capit blue cross harrisburg pa unknown
Data Analyst Co-Op Bayer United States Unknown,negative,data analyst bayer unit state unknown
"Data Analyst III Health & Human Services Comm Austin, TX Unknown",negative,data analyst iii health human servic comm austin tx unknown
"Data Analyst CO-OP (SACB) The Boston Beer Company Cincinnati, OH Unknown",negative,data analyst sacb boston beer compani cincinnati oh unknown
Business Analyst ConServe Remote Unknown,negative,busi analyst conserv remot unknown
"Clinical Data Analyst (US) CluePoints King of Prussia, PA Unknown",negative,clinic data analyst us cluepoint king prussia pa unknown
"HR Analyst Data Sherwin-Williams Cleveland, OH Unknown",negative,hr analyst data cleveland oh unknown
"Operations Development Reporting Analyst Ralph Lauren Kernersville, NC Unknown",negative,oper develop report analyst ralph lauren kernersvil nc unknown
"DATA ANALYST SUPPLY CHAIN Home Depot / THD Atlanta, GA Unknown",negative,data analyst suppli chain home depot thd atlanta ga unknown
Mid Level/Senior Analytics Strategy Analyst Credit Acceptance Remote Senior,neutral,mid analyt strategi analyst credit accept remot senior
Marketing Data Analyst Veeva Systems United States Unknown,negative,market data analyst veeva system unit state unknown
Marketing Data Analyst Wagner Equipment Co. United States Unknown,negative,market data analyst wagner equip unit state unknown
"Trainee - Business Analyst LeewayHertz San Francisco, CA Unknown",negative,traine busi analyst leewayhertz san francisco ca unknown
Healthcare Data Analyst Gainwell Technologies LLC Florida Unknown,negative,healthcar data analyst gainwel technolog llc florida unknown
"Data Analyst 3 - Customer Analytics, Stores, and Finance - Hybrid - Seattle or Los Angeles Nordstrom Inc Los Angeles, CA Unknown",negative,data analyst 3 custom analyt store financ hybrid seattl lo angel nordstrom inc lo angel ca unknown
"Sr Analyst, Healthcare Analytics - REMOTE Molina Healthcare Long Beach, CA Unknown",negative,sr analyst healthcar analyt remot molina healthcar long beach ca unknown
"Contact Center Workforce Management & Data Analyst Hackensack Meridian Health Edison, NJ Unknown",negative,contact center workforc manag data analyst hackensack meridian health edison nj unknown
"Direct to Consumer Data Analyst Opus One Winery LLC Oakville, CA Unknown",negative,direct consum data analyst opu one wineri llc oakvil ca unknown
Data Analyst Vigilant Technologies Michigan Unknown,neutral,data analyst vigil technolog michigan unknown
"Data Visualization Analyst Bloomberg Industry Group Washington, DC Unknown",negative,data visual analyst bloomberg industri group washington dc unknown
"Data Visualization Analyst Stand Together Arlington, VA Unknown",negative,data visual analyst stand togeth arlington va unknown
"Associate or Mid-Level Orbit Analyst (Astrodynamics) BOEING Herndon, VA Unknown",negative,associ orbit analyst astrodynam boe herndon va unknown
"Mid-Level Data Quality Analyst Oasis Systems LLC Washington, DC Unknown",neutral,data qualiti analyst oasi system llc washington dc unknown
"Senior Analyst - Business Risk Operations SoFi Charlotte, NC Senior",negative,senior analyst busi risk oper sofi charlott nc senior
